subject_id,trial,dlpfc_activity,acc_activity,striatal_activity
1.0,1.0,0.65480103324811,0.03596327100966101,1.2565080202574492
1.0,2.0,0.6300089930524914,0.3720888954805023,0.6115790886900209
1.0,3.0,0.7423117845887683,0.28526859628602474,0.9395566780091148
1.0,4.0,1.1768122167878814,0.8059476835532351,1.5097860651464274
1.0,5.0,1.7912698323563747,0.42364411630979815,1.7844798225070564
1.0,6.0,0.9383686146712518,0.863924670499792,0.714844367537104
1.0,7.0,1.8512319661203236,0.2212981326067287,0.6796914167103176
1.0,8.0,1.2380171396773147,0.680464721575342,0.5834479666581988
1.0,9.0,1.3535796386459613,0.8706068641385181,0.2650359113205167
1.0,10.0,0.994600805218179,0.3600746115463944,0.5068783244599124
1.0,11.0,1.205026338487617,0.2247906848929706,0.4875683432392924
1.0,12.0,1.3673402419537717,0.07437770734204763,1.170215762171129
1.0,13.0,0.8537392875615437,0.0,0.6864545218448422
1.0,14.0,1.0858255084291704,0.0,0.18904513003279644
1.0,15.0,1.1984584660936188,0.5170925823385986,0.25086229829528917
1.0,16.0,1.5692629295368197,0.7474034476098439,1.8108275587935934
1.0,17.0,0.4576512652538385,0.16190671418335156,0.5875683266241626
1.0,18.0,2.121730452238868,0.385449632784552,1.1456458148818356
1.0,19.0,1.1751623289233601,0.38787325227621616,1.613042011207508
1.0,20.0,0.5281993552158774,1.0856349648367234,0.178938842638617
1.0,21.0,0.9768894369894272,0.49394101900944754,0.3130538203003145
1.0,22.0,1.1201818637668373,0.15443302367435102,1.268624203539232
1.0,23.0,2.42150888383945,0.292625561476693,2.1433094305468927
1.0,24.0,1.2189079539283143,0.7479478569343726,0.6083344868412176
1.0,25.0,1.8377117275960693,0.7669496157755221,1.8144192668481864
1.0,26.0,0.879781309769397,0.17135846975991592,0.778520629710236
1.0,27.0,1.1215216776764834,0.6707159043813842,0.9481296317604868
1.0,28.0,0.73912346111569,0.6199655770079786,1.0086533510828992
1.0,29.0,0.9658682592250145,0.0,1.0721935904897544
1.0,30.0,0.6232079074151393,0.7189117165146416,0.5818757498708849
1.0,31.0,1.8544539731328729,0.20137136139460782,1.857842900279707
1.0,32.0,1.3008161195130719,0.807886014944053,0.3446074102306203
